locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCHFIHDH_01053	CDS	582				HTH-type transcriptional repressor
PCHFIHDH_01054	tRNA	74				tRNA-Lys(ctt)
PCHFIHDH_01055	CDS	138				hypothetical protein
PCHFIHDH_01056	CDS	1200	ldtB	2.3.2.-	COG1376	L,D-transpeptidase 2
PCHFIHDH_01057	CDS	780				hypothetical protein
PCHFIHDH_01058	CDS	687				hypothetical protein
PCHFIHDH_01059	CDS	1251				hypothetical protein
PCHFIHDH_01060	CDS	1206				hypothetical protein
PCHFIHDH_01061	CDS	1116				hypothetical protein
PCHFIHDH_01062	CDS	1056				hypothetical protein
PCHFIHDH_01063	CDS	1056				hypothetical protein
PCHFIHDH_01064	CDS	1533				hypothetical protein
PCHFIHDH_01065	CDS	864	mlaE_2		COG0767	Intermembrane phospholipid transport system permease protein MlaE
PCHFIHDH_01066	CDS	870	mlaE_3		COG0767	Intermembrane phospholipid transport system permease protein MlaE
PCHFIHDH_01067	CDS	600				hypothetical protein
PCHFIHDH_01068	CDS	702				hypothetical protein
PCHFIHDH_01069	tRNA	76				tRNA-His(gtg)
PCHFIHDH_01070	CDS	669	orn	3.1.-.-	COG1949	Oligoribonuclease
PCHFIHDH_01071	CDS	1608				hypothetical protein
PCHFIHDH_01072	CDS	807				hypothetical protein
PCHFIHDH_01073	CDS	1329				hypothetical protein
PCHFIHDH_01074	CDS	792				hypothetical protein
PCHFIHDH_01075	CDS	636	slmA			Nucleoid occlusion factor SlmA
PCHFIHDH_01076	CDS	1644	fadD3_4	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
PCHFIHDH_01077	CDS	747	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
PCHFIHDH_01078	CDS	648	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
PCHFIHDH_01079	CDS	1581		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
PCHFIHDH_01080	CDS	2010	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
PCHFIHDH_01081	CDS	1167	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PCHFIHDH_01082	CDS	306				hypothetical protein
PCHFIHDH_01083	CDS	1170	fldA_1	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
PCHFIHDH_01084	CDS	549				hypothetical protein
PCHFIHDH_01085	CDS	705				hypothetical protein
PCHFIHDH_01086	CDS	1209		1.14.-.-	COG2124	Cytochrome P450 130
PCHFIHDH_01087	CDS	969	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
PCHFIHDH_01088	CDS	762	garL	4.1.2.20		5-keto-4-deoxy-D-glucarate aldolase
PCHFIHDH_01089	CDS	735	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
PCHFIHDH_01090	CDS	1506		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
PCHFIHDH_01091	CDS	942	nlhH_4	3.1.1.1	COG0657	Carboxylesterase NlhH
PCHFIHDH_01092	CDS	1107	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
PCHFIHDH_01093	CDS	498				hypothetical protein
PCHFIHDH_01094	CDS	441				hypothetical protein
PCHFIHDH_01095	CDS	693	mcbR_2		COG1802	HTH-type transcriptional regulator McbR
PCHFIHDH_01096	CDS	1650	lcfB_5	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PCHFIHDH_01097	CDS	777	mlaE_4		COG0767	Intermembrane phospholipid transport system permease protein MlaE
PCHFIHDH_01098	CDS	870				hypothetical protein
PCHFIHDH_01099	CDS	1305				hypothetical protein
PCHFIHDH_01100	CDS	1041				hypothetical protein
PCHFIHDH_01101	CDS	1566				hypothetical protein
PCHFIHDH_01102	CDS	1608				hypothetical protein
PCHFIHDH_01103	CDS	1215	lprN_1			Lipoprotein LprN
PCHFIHDH_01104	CDS	1554				hypothetical protein
PCHFIHDH_01105	CDS	804				hypothetical protein
PCHFIHDH_01106	CDS	990				hypothetical protein
PCHFIHDH_01107	CDS	558				hypothetical protein
PCHFIHDH_01108	CDS	816				hypothetical protein
PCHFIHDH_01109	CDS	1128				hypothetical protein
PCHFIHDH_01110	CDS	1374				hypothetical protein
PCHFIHDH_01111	CDS	663		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
PCHFIHDH_01112	CDS	636				putative protein
PCHFIHDH_01113	CDS	1014		2.8.2.-		Glycolipid sulfotransferase
PCHFIHDH_01114	CDS	1035		2.8.2.-		Glycolipid sulfotransferase
PCHFIHDH_01115	CDS	1182		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks18
PCHFIHDH_01116	CDS	1392				hypothetical protein
PCHFIHDH_01117	CDS	1041	lprF			Putative diacylated glycolipid transporter LprF
PCHFIHDH_01118	CDS	1206			COG1680	putative protein
PCHFIHDH_01119	CDS	573				hypothetical protein
PCHFIHDH_01120	CDS	1221	kmo_1	1.14.13.9		Kynurenine 3-monooxygenase
PCHFIHDH_01121	CDS	2832				hypothetical protein
PCHFIHDH_01122	CDS	408				hypothetical protein
PCHFIHDH_01123	CDS	522	nusB		COG0781	Transcription antitermination protein NusB
PCHFIHDH_01124	CDS	564	efp		COG0231	Elongation factor P
PCHFIHDH_01125	CDS	1056	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
PCHFIHDH_01126	CDS	540				hypothetical protein
PCHFIHDH_01127	CDS	171				hypothetical protein
PCHFIHDH_01128	CDS	429	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
PCHFIHDH_01129	CDS	1089	aroB_2	4.2.3.4	COG0337	3-dehydroquinate synthase
PCHFIHDH_01130	CDS	555	aroK	2.7.1.71	COG0703	Shikimate kinase
PCHFIHDH_01131	CDS	1224	aroC	4.2.3.5	COG0082	Chorismate synthase
PCHFIHDH_01132	CDS	444				hypothetical protein
PCHFIHDH_01133	CDS	834	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
PCHFIHDH_01134	CDS	1257	mltG	4.2.2.-		Endolytic murein transglycosylase
PCHFIHDH_01135	CDS	432		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
PCHFIHDH_01136	CDS	2706	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
PCHFIHDH_01137	CDS	402				hypothetical protein
PCHFIHDH_01138	CDS	624				putative protein
PCHFIHDH_01139	CDS	1359			COG2256	putative AAA domain-containing protein
PCHFIHDH_01140	CDS	762			COG5473	putative protein
PCHFIHDH_01141	CDS	1362	mbtI	5.4.99.5	COG0147	Salicylate synthase
PCHFIHDH_01142	CDS	735				Dormancy associated translation inhibitor
PCHFIHDH_01143	CDS	1017	desA1_1	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA1
PCHFIHDH_01144	CDS	963				hypothetical protein
PCHFIHDH_01145	CDS	1506		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
PCHFIHDH_01146	CDS	921				hypothetical protein
PCHFIHDH_01147	CDS	861	ephD_3	1.-.-.-	COG1028	putative oxidoreductase EphD
PCHFIHDH_01148	CDS	930	aes_1	3.1.1.-		Acetyl esterase
PCHFIHDH_01149	CDS	1653	mbtA	6.2.1.-	COG1021	Salicyl-AMP ligase / salicyl-S-ArCP synthetase
PCHFIHDH_01150	CDS	102				hypothetical protein
PCHFIHDH_01151	CDS	1305	mbtG	1.14.13.59		L-lysine N6-monooxygenase MbtG
PCHFIHDH_01152	CDS	216	mbtH_1		COG3251	Protein MbtH
PCHFIHDH_01153	CDS	3075	pikAIII	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA3, module 5
PCHFIHDH_01154	CDS	1320				Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks15
PCHFIHDH_01155	CDS	759	mbtB_1	6.3.2.-	COG1020	Phenyloxazoline synthase MbtB
PCHFIHDH_01156	CDS	606	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
PCHFIHDH_01157	CDS	5013	dhbF_2		COG1020	Dimodular nonribosomal peptide synthase
PCHFIHDH_01158	CDS	4536	srfAB			Surfactin synthase subunit 2
PCHFIHDH_01159	CDS	900				hypothetical protein
PCHFIHDH_01160	CDS	1155				hypothetical protein
PCHFIHDH_01161	CDS	678				hypothetical protein
PCHFIHDH_01162	CDS	921	ssuD_1	1.14.14.5		Alkanesulfonate monooxygenase
PCHFIHDH_01163	CDS	891	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
PCHFIHDH_01164	CDS	858		3.1.1.99		6-deoxy-6-sulfogluconolactonase
PCHFIHDH_01165	CDS	816				hypothetical protein
PCHFIHDH_01166	CDS	546				hypothetical protein
PCHFIHDH_01167	CDS	1341		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
PCHFIHDH_01168	CDS	741	fabG3_1	1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
PCHFIHDH_01169	CDS	1083	ord_1	1.4.1.26		2,4-diaminopentanoate dehydrogenase
PCHFIHDH_01170	CDS	909	aidA_1			Quorum-quenching protein AidA
PCHFIHDH_01171	CDS	1518	PE3_1			PE family protein PE3
PCHFIHDH_01172	CDS	1491	PE3_2			PE family protein PE3
PCHFIHDH_01173	CDS	1344	PE3_3			PE family protein PE3
PCHFIHDH_01174	CDS	624	kstR2_2			HTH-type transcriptional repressor KstR2
PCHFIHDH_01175	CDS	126				hypothetical protein
PCHFIHDH_01176	CDS	1425	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
PCHFIHDH_01177	CDS	339				hypothetical protein
PCHFIHDH_01178	CDS	1089	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
PCHFIHDH_01179	CDS	471				hypothetical protein
PCHFIHDH_01180	CDS	879				hypothetical protein
PCHFIHDH_01181	CDS	1251	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
PCHFIHDH_01182	CDS	831				hypothetical protein
PCHFIHDH_01183	CDS	579		3.1.1.-		Esterase PE16
PCHFIHDH_01184	CDS	1050				hypothetical protein
PCHFIHDH_01185	CDS	1749	PE3_4			PE family protein PE3
PCHFIHDH_01186	CDS	1653				hypothetical protein
PCHFIHDH_01187	CDS	846	tesB_3	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
PCHFIHDH_01188	CDS	954	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
PCHFIHDH_01189	CDS	1068				hypothetical protein
PCHFIHDH_01190	CDS	1125	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
PCHFIHDH_01191	CDS	951		2.3.1.265	COG1560	Phosphatidylinositol mannoside acyltransferase
PCHFIHDH_01192	CDS	705	pgsA1	2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
PCHFIHDH_01193	CDS	573		2.7.7.53	COG0537	AP-4-A phosphorylase
PCHFIHDH_01194	CDS	2076	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
PCHFIHDH_01195	CDS	624				hypothetical protein
PCHFIHDH_01196	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
PCHFIHDH_01197	CDS	504				hypothetical protein
PCHFIHDH_01198	CDS	945				hypothetical protein
PCHFIHDH_01199	CDS	345				hypothetical protein
PCHFIHDH_01200	CDS	426				hypothetical protein
PCHFIHDH_01201	CDS	648				hypothetical protein
PCHFIHDH_01202	CDS	348	fdxA_1		COG1146	Ferredoxin
PCHFIHDH_01203	CDS	1419	narK_3		COG2223	Nitrate/nitrite transporter NarK
PCHFIHDH_01204	CDS	825				hypothetical protein
PCHFIHDH_01205	CDS	894			COG0589	Universal stress protein
PCHFIHDH_01206	CDS	795				Universal stress protein
PCHFIHDH_01207	CDS	1179	rip3		COG0517	Putative zinc metalloprotease Rip3
PCHFIHDH_01208	CDS	681				hypothetical protein
PCHFIHDH_01209	CDS	1428		2.3.1.20		Putative diacyglycerol O-acyltransferase
PCHFIHDH_01210	CDS	1230				putative protein
PCHFIHDH_01211	CDS	1866		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
PCHFIHDH_01212	CDS	786				putative protein
PCHFIHDH_01213	CDS	369				putative protein
PCHFIHDH_01214	CDS	1311			COG1926	Putative phosphoribosyl transferase
PCHFIHDH_01215	CDS	282				putative protein
PCHFIHDH_01216	CDS	228				hypothetical protein
PCHFIHDH_01217	CDS	324				hypothetical protein
PCHFIHDH_01218	CDS	1056	gpsA2	1.1.1.94	COG0240	putative glycerol-3-phosphate dehydrogenase 2 [NAD(P)+]
PCHFIHDH_01219	CDS	1554				hypothetical protein
PCHFIHDH_01220	CDS	1620				hypothetical protein
PCHFIHDH_01221	CDS	861	htpX_3	3.4.24.-	COG0501	Protease HtpX 
PCHFIHDH_01222	CDS	1008	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
PCHFIHDH_01223	CDS	1239	menJ	1.3.99.38	COG0644	Menaquinone reductase
PCHFIHDH_01224	CDS	690				putative protein
PCHFIHDH_01225	CDS	369				putative protein
PCHFIHDH_01226	CDS	696	menG	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
PCHFIHDH_01227	CDS	1308				hypothetical protein
PCHFIHDH_01228	CDS	1176				hypothetical protein
PCHFIHDH_01229	CDS	480				hypothetical protein
PCHFIHDH_01230	CDS	1152	mgtA_1	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
PCHFIHDH_01231	CDS	525				hypothetical protein
PCHFIHDH_01232	CDS	1581	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
PCHFIHDH_01233	CDS	789	bpoC	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
PCHFIHDH_01234	CDS	984	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
PCHFIHDH_01235	CDS	1605	nfdA_1	3.5.1.91		N-substituted formamide deformylase
PCHFIHDH_01236	CDS	1602	lcfB_6	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PCHFIHDH_01237	CDS	702				hypothetical protein
PCHFIHDH_01238	CDS	903	menB_3	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
PCHFIHDH_01239	CDS	888	acr1_1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
PCHFIHDH_01240	CDS	630				hypothetical protein
PCHFIHDH_01241	CDS	408				hypothetical protein
PCHFIHDH_01242	CDS	390				hypothetical protein
PCHFIHDH_01243	CDS	738	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
PCHFIHDH_01244	CDS	951	yhjD		COG1295	Inner membrane protein YhjD
PCHFIHDH_01245	CDS	1020	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
PCHFIHDH_01246	CDS	801				hypothetical protein
PCHFIHDH_01247	CDS	1227	icd_2	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
PCHFIHDH_01248	CDS	1350	metY	2.5.1.49	COG2873	O-acetyl-L-homoserine sulfhydrylase
PCHFIHDH_01249	CDS	1140	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
PCHFIHDH_01250	CDS	738		2.1.1.-	COG0500	putative methyltransferase
PCHFIHDH_01251	CDS	348				hypothetical protein
PCHFIHDH_01252	CDS	297				hypothetical protein
PCHFIHDH_01253	CDS	9780	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
PCHFIHDH_01254	CDS	1443	yvdP_1	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
PCHFIHDH_01255	CDS	417	lprJ_1			Putative lipoprotein LprJ
PCHFIHDH_01256	CDS	294				hypothetical protein
PCHFIHDH_01257	CDS	846	folD		COG0190	Bifunctional protein FolD protein
PCHFIHDH_01258	CDS	1194		1.16.1.-	COG0446	Metal reductase
PCHFIHDH_01259	CDS	201				hypothetical protein
PCHFIHDH_01260	CDS	2637		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
PCHFIHDH_01261	CDS	1062	ligC	6.5.1.1	COG1793	DNA ligase C
PCHFIHDH_01262	CDS	1041	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
PCHFIHDH_01263	CDS	411				hypothetical protein
PCHFIHDH_01264	CDS	1287				hypothetical protein
PCHFIHDH_01265	CDS	123				hypothetical protein
PCHFIHDH_01266	CDS	123				hypothetical protein
PCHFIHDH_01267	CDS	3177				hypothetical protein
PCHFIHDH_01268	CDS	579				hypothetical protein
PCHFIHDH_01269	CDS	312				hypothetical protein
PCHFIHDH_01270	CDS	3315				hypothetical protein
PCHFIHDH_01271	CDS	384				hypothetical protein
PCHFIHDH_01272	CDS	978				hypothetical protein
PCHFIHDH_01273	CDS	696		3.1.1.74		putative cutinase
PCHFIHDH_01274	CDS	1077	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
PCHFIHDH_01275	CDS	1155				hypothetical protein
PCHFIHDH_01276	CDS	1332				hypothetical protein
PCHFIHDH_01277	CDS	444				hypothetical protein
PCHFIHDH_01278	CDS	1374				hypothetical protein
PCHFIHDH_01279	CDS	1818				hypothetical protein
PCHFIHDH_01280	CDS	471				hypothetical protein
PCHFIHDH_01281	CDS	741	echA6_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
PCHFIHDH_01282	CDS	744	lucA			Lipid uptake coordinator A
PCHFIHDH_01283	tRNA	87				tRNA-Ser(gga)
PCHFIHDH_01284	CDS	1287			COG1167	Putative aminotransferase/MSMEI_6121
PCHFIHDH_01285	CDS	252				hypothetical protein
PCHFIHDH_01286	CDS	312	PE5_1			PE family immunomodulator PE5
PCHFIHDH_01287	CDS	1962			COG1366	putative protein
PCHFIHDH_01288	CDS	1236		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
PCHFIHDH_01289	CDS	1161	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PCHFIHDH_01290	CDS	825				hypothetical protein
PCHFIHDH_01291	CDS	663				putative protein
PCHFIHDH_01292	CDS	1227	yjiB_1	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
PCHFIHDH_01293	CDS	1155		1.1.99.36		NDMA-dependent alcohol dehydrogenase
PCHFIHDH_01294	CDS	828	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PCHFIHDH_01295	CDS	1233		1.14.-.-		Cytochrome P450-terp
PCHFIHDH_01296	CDS	1497		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
PCHFIHDH_01297	CDS	657				hypothetical protein
PCHFIHDH_01298	CDS	894				hypothetical protein
PCHFIHDH_01299	CDS	1047	fgd_4	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
PCHFIHDH_01300	CDS	384				hypothetical protein
PCHFIHDH_01301	CDS	237				hypothetical protein
PCHFIHDH_01302	CDS	618				hypothetical protein
PCHFIHDH_01303	CDS	1695		6.2.1.42		3-oxocholest-4-en-26-oate--CoA ligase
PCHFIHDH_01304	CDS	1215	yjiB_2	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
PCHFIHDH_01305	CDS	1215	fldA_2	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
PCHFIHDH_01306	CDS	1182		1.3.99.-		Acyl-CoA dehydrogenase FadE26
PCHFIHDH_01307	CDS	1065		1.3.99.-		Acyl-CoA dehydrogenase FadE27
PCHFIHDH_01308	CDS	837				hypothetical protein
PCHFIHDH_01309	CDS	483		6.2.1.3		Long-chain-fatty-acid--CoA/3-oxocholest-4-en-26-oate--CoA ligase
PCHFIHDH_01310	CDS	726		3.4.21.26		Prolyl endopeptidase
PCHFIHDH_01311	CDS	915				Putative enoyl-CoA hydratase EchA13
PCHFIHDH_01312	CDS	450				hypothetical protein
PCHFIHDH_01313	CDS	348				hypothetical protein
PCHFIHDH_01314	CDS	3009	mmpL2_1		COG2409	putative transport protein MmpL2
PCHFIHDH_01315	CDS	447	mmpS4_3			Siderophore export accessory protein MmpS4
PCHFIHDH_01316	CDS	687				hypothetical protein
PCHFIHDH_01317	CDS	420	mmpS4_4			Siderophore export accessory protein MmpS4
PCHFIHDH_01318	CDS	2898	mmpL4_2		COG2409	Siderophore exporter MmpL4
PCHFIHDH_01319	CDS	1317				hypothetical protein
PCHFIHDH_01320	CDS	717				hypothetical protein
PCHFIHDH_01321	CDS	1287	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
PCHFIHDH_01322	CDS	192				hypothetical protein
PCHFIHDH_01323	CDS	588				hypothetical protein
PCHFIHDH_01324	CDS	564	sigK		COG1595	ECF RNA polymerase sigma factor SigK
PCHFIHDH_01325	CDS	699	rskA			Anti-sigma-K factor RskA
PCHFIHDH_01326	CDS	849				hypothetical protein
PCHFIHDH_01327	CDS	516				hypothetical protein
PCHFIHDH_01328	CDS	1749			COG3653	putative protein
PCHFIHDH_01329	CDS	1416				putative PPE family protein PPE10
PCHFIHDH_01330	CDS	420				putative protein
PCHFIHDH_01331	CDS	1626	groL1		COG0459	60 kDa chaperonin 1
PCHFIHDH_01332	CDS	645				hypothetical protein
PCHFIHDH_01333	CDS	939				hypothetical protein
PCHFIHDH_01334	CDS	1206	moaE2_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 2
PCHFIHDH_01335	CDS	822		2.3.2.-	COG1376	L,D-transpeptidase 4
PCHFIHDH_01336	CDS	576			COG1309	putative HTH-type transcriptional regulator
PCHFIHDH_01337	CDS	2238	napA_1	1.9.6.1		Periplasmic nitrate reductase
PCHFIHDH_01338	CDS	1995	pepO	3.4.24.-	COG3590	Neutral endopeptidase
PCHFIHDH_01339	CDS	648				hypothetical protein
PCHFIHDH_01340	CDS	690				hypothetical protein
PCHFIHDH_01341	CDS	540				hypothetical protein
PCHFIHDH_01342	CDS	3069			COG2409	Heme uptake protein MmpL11
PCHFIHDH_01343	CDS	510				hypothetical protein
PCHFIHDH_01344	CDS	1218				hypothetical protein
PCHFIHDH_01345	CDS	1170			COG0628	Putative transport protein
PCHFIHDH_01346	CDS	2883	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
PCHFIHDH_01347	CDS	738				hypothetical protein
PCHFIHDH_01348	CDS	957	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
PCHFIHDH_01349	CDS	798				hypothetical protein
PCHFIHDH_01350	CDS	324				hypothetical protein
PCHFIHDH_01351	CDS	1587				hypothetical protein
PCHFIHDH_01352	CDS	1830	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
PCHFIHDH_01353	CDS	1524		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
PCHFIHDH_01354	CDS	969	fadB_2	5.3.3.8		Fatty acid oxidation complex subunit alpha
PCHFIHDH_01355	CDS	402				hypothetical protein
PCHFIHDH_01356	CDS	291	mmgC_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PCHFIHDH_01357	CDS	1182			COG0701	Putative permease
PCHFIHDH_01358	CDS	897	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
PCHFIHDH_01359	CDS	183				hypothetical protein
PCHFIHDH_01360	CDS	474	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
PCHFIHDH_01361	CDS	474	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
PCHFIHDH_01362	CDS	3396	pycA	6.4.1.1		Pyruvate carboxylase
PCHFIHDH_01363	CDS	639				hypothetical protein
PCHFIHDH_01364	CDS	768				hypothetical protein
PCHFIHDH_01365	CDS	1119	nlhH_5	3.1.1.1	COG0657	Carboxylesterase NlhH
PCHFIHDH_01366	CDS	849		1.-.-.-		putative oxidoreductase
PCHFIHDH_01367	CDS	702				hypothetical protein
PCHFIHDH_01368	CDS	2232	recG	3.6.4.12		ATP-dependent DNA helicase RecG
PCHFIHDH_01369	CDS	1695				putative protein
PCHFIHDH_01370	CDS	195	rpmB_1		COG0227	50S ribosomal protein L28
PCHFIHDH_01371	CDS	651	nbzA	1.7.1.16		Nitrobenzene nitroreductase
PCHFIHDH_01372	CDS	933	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
PCHFIHDH_01373	CDS	684	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
PCHFIHDH_01374	CDS	291				hypothetical protein
PCHFIHDH_01375	CDS	966	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
PCHFIHDH_01376	CDS	585				hypothetical protein
PCHFIHDH_01377	CDS	1077	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
PCHFIHDH_01378	CDS	1008	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
PCHFIHDH_01379	CDS	654	fbiD	2.7.7.68	COG1920	Phosphoenolpyruvate guanylyltransferase
PCHFIHDH_01380	CDS	2247	ppk	2.7.4.1	COG0855	Polyphosphate kinase
PCHFIHDH_01381	CDS	2076	pbpB		COG0768	Penicillin-binding protein PbpB
PCHFIHDH_01382	CDS	1104				hypothetical protein
PCHFIHDH_01383	CDS	1215	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
PCHFIHDH_01384	CDS	432	mraZ		COG2001	Transcriptional regulator MraZ
PCHFIHDH_01385	CDS	405				hypothetical protein
PCHFIHDH_01386	CDS	846				hypothetical protein
PCHFIHDH_01387	CDS	648	lppM			Protein LppM
PCHFIHDH_01388	CDS	897				hypothetical protein
PCHFIHDH_01389	CDS	1023	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
PCHFIHDH_01390	CDS	1545	mptA	2.4.1.-		Alpha-(1->6)-mannopyranosyltransferase A
PCHFIHDH_01391	CDS	405				DNA-binding protein
PCHFIHDH_01392	CDS	1296	pknL	2.7.11.1	COG0515	Serine/threonine-protein kinase PknL
PCHFIHDH_01393	CDS	1038		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
PCHFIHDH_01394	CDS	1167	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
PCHFIHDH_01395	CDS	1056				hypothetical protein
PCHFIHDH_01396	CDS	1113		2.7.4.2		Phosphomevalonate kinase
PCHFIHDH_01397	CDS	1011				hypothetical protein
PCHFIHDH_01398	CDS	975	galK_1	2.7.1.6		Galactokinase
PCHFIHDH_01399	CDS	537	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
PCHFIHDH_01400	CDS	1038		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
PCHFIHDH_01401	CDS	1017		4.2.3.182		Pristinol synthase
PCHFIHDH_01402	CDS	1089	nphT7	2.3.1.194		Acetoacetyl CoA synthase NphT7
PCHFIHDH_01403	CDS	555	aroG	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
PCHFIHDH_01404	CDS	1683	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
PCHFIHDH_01405	CDS	255			COG1842	35 kDa protein
PCHFIHDH_01406	CDS	1482				hypothetical protein
PCHFIHDH_01407	CDS	3318	lysX_2		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
PCHFIHDH_01408	CDS	504	infC		COG0290	Translation initiation factor IF-3
PCHFIHDH_01409	CDS	195	rpmI		COG0291	50S ribosomal protein L35
PCHFIHDH_01410	CDS	390	rplT		COG0292	50S ribosomal protein L20
