# locus_id	locus_tag	location	classification	internal_stop	indel	ref_id	description	query_cov	ref_cov	identity
MGA_2753	LOCUS_26500	sequence0113:3192..6215(-)	partial			WP_013228023.1	non-ribosomal peptide synthetase	68.6	37.9	37.5
MGA_2763	LOCUS_26600	sequence0113:15048..15371(+)	frameshift		15009	WP_003894102.1	NifU family protein	98.1	32.6	49.5
MGA_2774	LOCUS_26690	sequence0114:8333..10270(-)	partial			WP_003899240.1	Hsp70 family protein	73.6	77.0	65.8
MGA_2779	LOCUS_26740	sequence0114:14863..15489(-)	partial			WP_010940624.1	class I SAM-dependent methyltransferase	51.9	43.1	33.6
MGA_2822	LOCUS_27130	sequence0117:13550..13978(-)	partial			WP_005084922.1	heme-binding protein	57.7	74.5	56.1
MGA_2848	LOCUS_27390	sequence0119:12208..13539(-)	partial			WP_010950570.1	PE domain-containing protein	73.4	37.0	32.1
MGA_2871	LOCUS_27610	sequence0121:6291..8096(+)	partial			WP_010950514.1	serine/threonine-protein kinase PknH/PknJ	73.0	66.8	52.6
MGA_2877	LOCUS_27670	sequence0121:13644..14291(+)	frameshift,internal_stop_codon	14290..14292(+)	13904,13997,14367	WP_011027474.1	(2Fe-2S)-binding protein	99.1	81.8	35.6
MGA_2895	LOCUS_27850	sequence0122:13958..>15390(-)	partial			WP_010950392.1	LuxR family transcriptional regulator	98.9	43.7	45.9
MGA_2899	LOCUS_27880	sequence0123:2074..2880(-)	frameshift		2091,2908	WP_003902238.1	apolipoprotein N-acyltransferase	95.5	29.3	82.4
MGA_2900	LOCUS_27890	sequence0123:2906..5020(-)	frameshift		2908	WP_003902238.1	apolipoprotein N-acyltransferase	85.5	66.1	73.4
MGA_2904	LOCUS_27930	sequence0123:8281..9915(+)	partial			WP_011057303.1	DUF389 domain-containing protein	37.9	59.8	30.6
MGA_2906	LOCUS_27950	sequence0123:11884..12546(-)	frameshift		12000	WP_000255354.1	type 1 glutamine amidotransferase domain-containing protein	77.7	62.2	45.0
MGA_2908	LOCUS_27970	sequence0123:13051..>14907(-)	partial			WP_003410648.1	cobaltochelatase subunit CobN	99.8	51.7	90.6
MGA_2909	LOCUS_27980	sequence0124:<1..1463(+)	partial			WP_010908667.1	thioester reductase domain-containing protein	98.8	33.5	60.6
MGA_2930	LOCUS_28170	sequence0125:7364..7792(-)	frameshift,internal_stop_codon	7792..7794(-)	7758	WP_003419293.1	3-oxo-23,24-bisnorchol-4,17(20)-dien-22-oyl-CoA hydratase subunit alpha ChsH2	85.2	37.9	47.9
MGA_2931	LOCUS_28180	sequence0125:7792..8340(-)	frameshift		7800	WP_013224382.1	OB-fold domain-containing protein	87.4	50.3	47.2
MGA_2966	LOCUS_28520	sequence0128:8142..8651(+)	frameshift		8630	WP_010907552.1	chorismate pyruvate-lyase family protein	97.0	78.1	57.9
MGA_2983	LOCUS_28670	sequence0130:<1..991(+)	partial			WP_004193152.1	T2SS-translocated chitinase	94.5	68.4	39.1
MGA_2994	LOCUS_28780	sequence0130:8492..9313(-)	partial			WP_013223253.1	trypsin-like peptidase domain-containing protein	68.9	68.7	38.4
MGA_3018	LOCUS_29010	sequence0132:3885..4187(+)	frameshift,internal_stop_codon	3765..3767(+)	3824,3746	WP_011730597.1	hypothetical protein	97.0	42.7	57.7
MGA_3020	LOCUS_29030	sequence0132:6656..8803(-)	partial			WP_010950839.1	PPE family protein	57.1	58.4	38.8
MGA_3021	LOCUS_29040	sequence0132:9019..9291(+)	partial			WP_003404838.1	chorismate mutase	86.7	74.3	75.6
MGA_3044	LOCUS_29240	sequence0134:3059..3676(+)	partial			WP_003414666.1	response regulator transcription factor	90.2	73.4	57.3
MGA_3046	LOCUS_29260	sequence0134:4746..5228(-)	partial			WP_011727224.1	MPT63 family protein	81.9	36.5	42.0
MGA_3051	LOCUS_29310	sequence0134:9335..9850(+)	partial			WP_003414678.1	M23 family metallopeptidase	87.1	59.8	74.5
MGA_3084	LOCUS_29620	sequence0137:2871..4733(-)	partial			WP_003899979.1	bifunctional GNAT family N-acetyltransferase/aminoglycoside 3'-phosphotransferase/choline kinase family protein	58.1	76.6	61.5
MGA_3108	LOCUS_29840	sequence0139:<1..1114(+)	partial			WP_011027473.1	glycogen synthase	70.8	74.4	30.7
MGA_3109	LOCUS_29850	sequence0139:1208..1969(+)	partial			WP_033448326.1	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG	45.1	45.2	42.2
MGA_3115	LOCUS_29910	sequence0139:7818..8768(+)	partial			WP_082769289.1	class I SAM-dependent methyltransferase	78.2	74.6	52.2
MGA_3135	LOCUS_30100	sequence0141:3673..5412(+)	partial			WP_000615086.1	alpha/beta fold hydrolase	97.6	49.9	31.7
MGA_3163	LOCUS_30350	sequence0144:1634..1882(+)	partial			WP_003406867.1	adenylate/guanylate cyclase domain-containing protein	92.7	14.2	73.7
MGA_3182	LOCUS_30530	sequence0146:<1..1538(+)	partial			WP_003902404.1	acyl-CoA dehydrogenase	100.0	70.9	82.8
MGA_3185	LOCUS_30560	sequence0146:3243..3599(-)	partial			WP_011730106.1	OB-fold domain-containing protein	77.1	16.7	41.3
MGA_3186	LOCUS_30570	sequence0146:3650..4843(+)	partial			WP_011730106.1	OB-fold domain-containing protein	98.7	69.3	43.5
MGA_3188	LOCUS_30590	sequence0146:6582..7406(+)	frameshift		6574	WP_013225143.1	sensor histidine kinase	96.7	84.8	41.0
MGA_3221	LOCUS_30890	sequence0149:8308..8826(-)	partial			WP_003412710.1	single-stranded DNA-binding protein	73.3	78.3	87.3
MGA_3250	LOCUS_31160	sequence0151:6916..7314(+)	partial			WP_005056472.1	MerR family transcriptional regulator	50.0	71.7	65.2
MGA_3287	LOCUS_31510	sequence0154:3740..4468(-)	partial			WP_004406597.1	GntR family transcriptional regulator	74.8	76.3	26.6
MGA_3298	LOCUS_31610	sequence0155:4977..5252(+)	frameshift,internal_stop_codon	5250..5252(+)	5267	WP_003402695.1	glutaredoxin family protein	90.1	84.5	78.0
MGA_3305	LOCUS_31680	sequence0155:11631..>12589(-)	partial			WP_189024193.1	non-ribosomal peptide synthetase	58.8	2.5	40.3
MGA_3306	LOCUS_31690	sequence0156:80..943(+)	frameshift		838	WP_048066137.1	amidohydrolase	83.3	43.4	49.4
MGA_3307	LOCUS_31700	sequence0156:940..1719(+)	frameshift		838	WP_048066137.1	amidohydrolase	97.3	45.7	51.6
MGA_3311	LOCUS_31740	sequence0156:4146..5192(+)	partial			WP_003418011.1	anti-sigma D factor RsdA	67.0	75.9	64.8
MGA_3323	LOCUS_31850	sequence0157:5370..5915(+)	frameshift		5347	WP_003409574.1	MBL fold metallo-hydrolase	97.2	70.4	71.6
MGA_3338	LOCUS_31990	sequence0158:11358..>12216(-)	frameshift		11435	WP_003411053.1	PPE family protein	95.4	57.1	58.8
MGA_3341	LOCUS_32020	sequence0159:1622..1876(-)	partial			WP_003899522.1	DUF2631 domain-containing protein	81.0	69.2	75.0
MGA_3350	LOCUS_32110	sequence0160:416..748(+)	partial			WP_003406566.1	DUF732 domain-containing protein	71.8	69.9	73.4
MGA_3357	LOCUS_32180	sequence0160:5448..7238(+)	partial			WP_010950514.1	serine/threonine-protein kinase PknH/PknJ	69.6	66.1	77.3
MGA_3364	LOCUS_32230	sequence0161:375..2339(-)	partial			WP_011730586.1	LpqN/LpqT family lipoprotein	52.3	56.5	55.4
MGA_3365	LOCUS_32240	sequence0161:2480..3646(-)	partial			WP_223294576.1	DUF3179 domain-containing protein	71.9	80.2	23.2
MGA_3386	LOCUS_32440	sequence0163:10438..11211(-)	partial			WP_003900088.1	PPE family protein	69.6	30.2	50.3
MGA_3395	LOCUS_32520	sequence0164:10090..10998(-)	frameshift		11020,11087	WP_011028592.1	cellulose binding domain-containing protein	92.1	56.0	40.8
MGA_3412	LOCUS_32670	sequence0167:1590..4748(-)	partial			WP_139131626.1	beta-ketoacyl synthase N-terminal-like domain-containing protein	85.7	63.6	43.8
MGA_3445	LOCUS_32960	sequence0171:251..3298(+)	frameshift		213	WP_003900387.1	type I polyketide synthase	100.0	47.8	63.8
MGA_3448	LOCUS_32980	sequence0172:145..2043(-)	partial			WP_010950840.1	PPE family protein	32.4	34.3	62.8
MGA_3491	LOCUS_33370	sequence0176:<1..639(+)	partial			WP_003899155.1	bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase	99.5	54.1	76.8
MGA_3522	LOCUS_33650	sequence0179:492..689(-)	partial			WP_003894957.1	hypothetical protein	93.8	73.5	54.1
MGA_3528	LOCUS_33710	sequence0179:7012..9399(+)	partial			WP_013399334.1	ABC transporter permease	55.7	51.5	21.2
MGA_3544	LOCUS_33850	sequence0181:3272..3541(-)	partial			WP_001040568.1	elongation factor Tu	95.5	22.3	50.0
MGA_3547	LOCUS_33880	sequence0181:4908..5921(-)	partial			WP_162496169.1	NADP-dependent oxidoreductase	97.9	74.4	50.9
MGA_3554	LOCUS_33940	sequence0182:165..800(+)	partial			WP_005110186.1	hypothetical protein	94.8	73.7	29.6
MGA_3558	LOCUS_33980	sequence0182:4182..4559(+)	frameshift		4523	WP_010950467.1	carotenoid oxygenase family protein	90.4	22.5	88.5
MGA_3559	LOCUS_33990	sequence0182:4585..5712(+)	frameshift		4523	WP_003404742.1	carotenoid oxygenase family protein	100.0	73.9	84.3
MGA_3566	LOCUS_34060	sequence0182:9715..>10570(-)	partial			WP_003906336.1	PPE family protein	96.8	10.9	36.5
MGA_3572	LOCUS_34110	sequence0183:4058..5248(+)	partial			WP_038420156.1	MFS transporter	40.9	34.8	33.5
MGA_3576	LOCUS_34150	sequence0183:8846..10360(-)	partial			WP_011336871.1	class I SAM-dependent methyltransferase	29.6	70.8	43.6
MGA_3601	LOCUS_34380	sequence0186:5527..6417(+)	partial			WP_013227040.1	GAF and ANTAR domain-containing protein	68.6	79.7	33.8
MGA_3608	LOCUS_34450	sequence0187:1455..2006(+)	partial			WP_003903189.1	response regulator transcription factor	99.5	71.4	89.0
MGA_3638	LOCUS_34740	sequence0189:6073..6588(-)	frameshift		6656	WP_038967354.1	amidohydrolase family protein	98.8	45.1	35.4
MGA_3639	LOCUS_34750	sequence0189:6477..7139(-)	partial			WP_010908674.1	hypothetical protein	42.7	74.6	58.5
MGA_3664	LOCUS_34990	sequence0192:2419..2718(-)	partial			WP_003420544.1	lipoprotein LpqH	99.0	61.6	80.6
MGA_3677	LOCUS_35110	sequence0194:379..1110(+)	partial			WP_003412613.1	resuscitation-promoting factor protein RpfE	33.7	47.7	82.9
MGA_3686	LOCUS_35190	sequence0195:<1..592(+)	frameshift		523	WP_003899637.1	metallophosphoesterase	89.3	54.9	92.6
MGA_3687	LOCUS_35200	sequence0195:592..870(+)	frameshift		526	WP_003899637.1	metallophosphoesterase	100.0	28.8	91.3
MGA_3693	LOCUS_35260	sequence0195:4678..5040(-)	partial			WP_005088224.1	PAS and ANTAR domain-containing protein	77.5	41.2	47.3
MGA_3703	LOCUS_35340	sequence0196:747..2252(-)	partial			WP_003413944.1	RNA polymerase sigma factor	71.1	67.6	94.7
MGA_3711	LOCUS_35410	sequence0196:6180..6539(+)	partial			WP_003413930.1	dUTP diphosphatase	87.4	67.5	84.6
MGA_3726	LOCUS_35560	sequence0198:2321..4180(+)	partial			WP_010950905.1	PE family protein	94.8	36.5	28.7
MGA_3728	LOCUS_35580	sequence0198:5263..6504(+)	partial			WP_005114807.1	divalent metal cation transporter	81.4	60.6	35.7
MGA_3740	LOCUS_35680	sequence0199:8060..8593(-)	partial			WP_003407152.1	membrane protein	87.0	66.4	40.9
MGA_3741	LOCUS_35690	sequence0199:8590..9063(-)	partial			WP_011727267.1	serine/threonine-protein kinase	99.4	30.8	39.9
MGA_3767	LOCUS_35920	sequence0203:1003..1725(+)	frameshift		953	WP_003411507.1	HAD family hydrolase	99.2	81.8	68.5
MGA_3797	LOCUS_36200	sequence0207:396..1466(+)	partial			WP_010950415.1	PE family protein	35.4	9.0	50.0
MGA_3810	LOCUS_36320	sequence0208:3573..3971(-)	internal_stop_codon	3990..3992(-)		WP_003404111.1	GNAT family protein	96.2	58.3	71.7
MGA_3811	LOCUS_36330	sequence0208:3990..4223(-)	internal_stop_codon	3990..3992(-)		WP_003404111.1	GNAT family protein	100.0	35.3	84.4
MGA_3814	LOCUS_36360	sequence0208:7483..8283(+)	frameshift		7463	WP_003404120.1	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	100.0	83.6	83.5
MGA_3815	LOCUS_36370	sequence0208:8228..>8771(-)	partial			WP_010908769.1	stealth conserved region 3 domain-containing protein	100.0	33.2	81.7
MGA_3836	LOCUS_36540	sequence0211:6092..7015(-)	partial			WP_011730613.1	diiron oxygenase	98.0	73.1	72.8
MGA_3845	LOCUS_36610	sequence0212:3559..4140(+)	internal_stop_codon	3457..3459(+)		WP_003405165.1	DUF5642 family protein	99.0	75.8	72.3
MGA_3852	LOCUS_36660	sequence0213:622..1326(-)	partial			WP_050039320.1	PadR family transcriptional regulator	61.5	76.6	76.4
MGA_3859	LOCUS_36730	sequence0213:7573..>8610(-)	partial			WP_003419768.1	membrane protein	96.2	74.7	65.6
MGA_3862	LOCUS_36750	sequence0214:3738..5591(-)	partial			WP_010886110.1	serine/threonine protein kinase PknH	70.7	67.9	63.6
MGA_3867	LOCUS_36800	sequence0215:940..1308(+)	frameshift		1194	WP_003901993.1	hemolysin III family protein	63.9	30.6	61.5
MGA_3868	LOCUS_36810	sequence0215:1199..1687(+)	frameshift		1194	WP_003901993.1	hemolysin III family protein	100.0	66.9	95.1
MGA_3876	LOCUS_36890	sequence0215:7904..>8558(-)	partial			WP_003405732.1	RDD family protein	76.5	69.2	83.1
MGA_3889	LOCUS_36990	sequence0217:6469..6945(+)	frameshift		6491	WP_003899765.1	membrane protein insertase YidC	85.4	35.5	59.6
MGA_3892	LOCUS_37020	sequence0217:8042..8446(+)	partial			WP_003899763.1	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	93.3	56.7	75.6
MGA_3906	LOCUS_37150	sequence0219:5058..6119(-)	partial			WP_003112998.1	thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha	66.3	72.8	39.8
MGA_3918	LOCUS_37250	sequence0221:709..1329(+)	partial			WP_010950655.1	DUF5631 domain-containing protein	99.0	28.3	64.7
MGA_3934	LOCUS_37390	sequence0223:3713..4156(-)	partial			WP_003420408.1	YbaB/EbfC family nucleoid-associated protein	65.3	72.2	77.1
MGA_3938	LOCUS_37430	sequence0223:6906..8135(+)	frameshift		7805	WP_003899652.1	class I SAM-dependent methyltransferase	69.2	66.3	84.1
MGA_3939	LOCUS_37440	sequence0223:8059..8229(+)	frameshift		7811	WP_041323340.1	class I SAM-dependent methyltransferase	96.4	12.3	83.3
MGA_3943	LOCUS_37480	sequence0224:2306..2959(+)	partial			WP_013225120.1	class I SAM-dependent methyltransferase	71.9	78.0	35.2
MGA_3949	LOCUS_37540	sequence0225:<1..1459(+)	partial			WP_010886108.1	PE family protein	85.4	49.7	32.6
MGA_3963	LOCUS_37660	sequence0227:3306..8084(-)	partial			WP_010886138.1	type I polyketide synthase	99.9	38.0	79.9
MGA_3981	LOCUS_37820	sequence0230:2..493(+)	partial			WP_193487139.1	helix-turn-helix domain-containing protein	86.5	38.6	39.7
MGA_3992	LOCUS_37920	sequence0231:4480..5433(-)	frameshift		5473	WP_010950590.1	PPE family protein	87.1	27.2	62.2
MGA_3993	LOCUS_37930	sequence0231:5459..7303(-)	frameshift,internal_stop_codon	6019..6021(-),6154..6156(-),5459..5461(-),6034..6036(-)	6163,5428,5493,5967	WP_003906700.1	PPE family protein	97.1	62.1	55.4
MGA_4038	LOCUS_38310	sequence0239:2..562(+)	partial			WP_003900985.1	cyclopropane mycolic acid synthase MmaA2	99.5	64.5	76.8
MGA_4039	LOCUS_38320	sequence0239:676..1584(+)	partial			WP_003403302.1	methoxy mycolic acid synthase MmaA3	72.8	75.1	83.2
MGA_4047	LOCUS_38400	sequence0240:<1..1790(+)	partial			WP_003900661.1	MFS transporter	91.3	51.6	61.5
MGA_4074	LOCUS_38630	sequence0244:1358..1735(+)	partial			WP_003900651.1	hypothetical protein	87.2	74.4	55.5
MGA_4076	LOCUS_38650	sequence0244:2220..3128(-)	frameshift		3123	WP_010946887.1	FAD-dependent oxidoreductase	96.0	58.8	29.6
MGA_4077	LOCUS_38660	sequence0244:3082..3579(-)	partial			WP_010946887.1	FAD-dependent oxidoreductase	33.9	11.3	50.0
MGA_4080	LOCUS_38690	sequence0244:6192..6824(+)	frameshift		6779	WP_029104523.1	LLM class F420-dependent oxidoreductase	97.1	62.6	72.1
MGA_4081	LOCUS_38700	sequence0244:6839..7186(+)	frameshift		6791	WP_029104523.1	LLM class F420-dependent oxidoreductase	100.0	34.0	67.8
MGA_4087	LOCUS_38760	sequence0245:5071..6663(+)	partial			WP_005110647.1	non-ribosomal peptide synthetase	91.5	30.3	39.1
MGA_4106	LOCUS_38920	sequence0249:<1..2906(+)	partial			WP_043790679.1	NB-ARC domain-containing protein	70.0	76.4	34.7
MGA_4108	LOCUS_38940	sequence0249:3803..4276(+)	partial			WP_003408366.1	TetR family transcriptional regulator	97.5	73.9	72.5
MGA_4121	LOCUS_39050	sequence0251:5377..5736(-)	internal_stop_codon	5818..5820(-)		WP_003406163.1	hypothetical protein	99.2	80.8	72.9
MGA_4123	LOCUS_39070	sequence0252:<1..849(+)	partial			WP_003416376.1	PPE family protein	100.0	74.0	61.0
MGA_4138	LOCUS_39200	sequence0254:112..1089(+)	partial			WP_011726611.1	non-ribosomal peptide synthetase	96.9	4.3	30.1
MGA_4154	LOCUS_39340	sequence0256:333..827(+)	frameshift,internal_stop_codon	131..133(+)	307	WP_003905677.1	macro domain-containing protein	92.7	44.3	87.5
MGA_4163	LOCUS_39410	sequence0257:1550..1921(-)	frameshift		1591	WP_003411974.1	LppP/LprE family lipoprotein	81.3	57.1	70.0
MGA_4171	LOCUS_39480	sequence0258:4368..5453(+)	partial			WP_013227909.1	DUF5685 family protein	90.6	68.8	52.1
MGA_4176	LOCUS_39510	sequence0259:2928..3266(+)	frameshift		3188	WP_003899968.1	lipase LipV	77.7	33.3	75.9
MGA_4177	LOCUS_39520	sequence0259:3305..3730(+)	frameshift		3188	WP_003899968.1	lipase LipV	97.9	52.9	78.3
MGA_4192	LOCUS_39640	sequence0262:251..1597(+)	frameshift		1165	WP_003899551.1	mycocerosate synthase	79.7	16.0	70.9
MGA_4193	LOCUS_39650	sequence0262:1509..3101(+)	frameshift		2897	WP_010950802.1	mycocerosate synthase	88.5	22.0	78.5
MGA_4194	LOCUS_39660	sequence0262:2995..4953(+)	frameshift		2897,4941	WP_003899551.1	mycocerosate synthase	98.8	31.2	68.9
MGA_4195	LOCUS_39670	sequence0262:4955..6484(+)	frameshift		4941	WP_010950802.1	mycocerosate synthase	100.0	24.2	82.7
MGA_4196	LOCUS_39680	sequence0263:<1..4780(+)	frameshift		5070	WP_041180293.1	type I polyketide synthase	95.7	71.9	61.1
MGA_4209	LOCUS_39780	sequence0265:<1..623(+)	partial			WP_005113389.1	HNH endonuclease signature motif containing protein	88.8	41.1	61.7
MGA_4244	LOCUS_40090	sequence0270:6002..6232(-)	partial			WP_217160422.1	mannosyltransferase	94.7	17.2	88.9
MGA_4247	LOCUS_40110	sequence0271:1039..2559(+)	partial			WP_013225439.1	HAMP domain-containing sensor histidine kinase	65.6	72.6	45.9
MGA_4248	LOCUS_40120	sequence0271:2564..3535(-)	partial			WP_061481638.1	hypothetical protein	51.7	60.7	31.2
MGA_4251	LOCUS_40140	sequence0272:28..1050(-)	partial			WP_003900174.1	TIGR03086 family metal-binding protein	95.3	74.7	72.2
MGA_4263	LOCUS_40250	sequence0274:<1..2496(+)	partial			WP_003899322.1	Rne/Rng family ribonuclease	81.2	71.0	75.8
MGA_4268	LOCUS_40290	sequence0275:90..1187(+)	partial			WP_003407494.1	PE family protein	38.9	38.4	53.5
MGA_4270	LOCUS_40310	sequence0275:3134..4639(-)	partial			WP_010886098.1	PecA family PE domain-processing aspartic protease	52.9	27.6	45.9
MGA_4305	LOCUS_40560	sequence0281:<1..2110(+)	partial			WP_010974382.1	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	37.9	62.2	33.5
MGA_4307	LOCUS_40580	sequence0281:3460..4059(-)	frameshift		4201	WP_003408545.1	ATP transporter ATP-binding protein/permease	99.5	22.9	64.1
MGA_4308	LOCUS_40590	sequence0281:4148..>5629(-)	frameshift		4203,5478,5551	WP_003893049.1	FHA domain-containing protein	89.9	49.7	67.5
MGA_4323	LOCUS_40710	sequence0284:116..730(-)	internal_stop_codon	740..742(-)		WP_003900263.1	DUF427 domain-containing protein	99.5	79.1	80.8
MGA_4324	LOCUS_40720	sequence0284:740..901(-)	internal_stop_codon	740..742(-)		WP_003900263.1	DUF427 domain-containing protein	83.0	17.3	90.9
MGA_4326	LOCUS_40740	sequence0284:1572..3011(-)	partial			WP_011388984.1	esterase-like activity of phytase family protein	74.7	83.1	29.9
MGA_4342	LOCUS_40890	sequence0287:4471..>5528(-)	partial			WP_003905015.1	ATP-dependent DNA helicase AdnA	98.3	32.7	75.1
MGA_4347	LOCUS_40940	sequence0289:<1..756(+)	partial			WP_013229398.1	LLM class flavin-dependent oxidoreductase	98.4	71.8	73.7
MGA_4352	LOCUS_40990	sequence0289:4729..>5449(-)	partial			WP_011730444.1	zinc-binding dehydrogenase	100.0	68.9	80.3
MGA_4376	LOCUS_41200	sequence0295:4492..4788(-)	partial			WP_011028850.1	EboA domain-containing protein	95.9	40.7	54.2
MGA_4382	LOCUS_41240	sequence0296:2981..5170(-)	partial			WP_010886120.1	PPE family protein	42.8	42.9	49.2
MGA_4384	LOCUS_41260	sequence0297:1292..1519(-)	frameshift		1545	WP_003416786.1	IS30 family transposase	100.0	22.7	60.3
MGA_4385	LOCUS_41270	sequence0297:2308..2727(+)	frameshift		2329,2810,2671	WP_121576702.1	IS3 family transposase	82.7	30.9	36.5
MGA_4392	LOCUS_41330	sequence0298:3921..4244(+)	partial			WP_005089627.1	hypothetical protein	67.3	70.0	46.8
MGA_4399	LOCUS_41380	sequence0300:1976..3061(+)	partial			WP_003899736.1	type VII secretion system ESX-1 associated protein EspE	74.2	67.9	32.0
MGA_4402	LOCUS_41400	sequence0301:<1..4342(+)	frameshift		4273	WP_003900387.1	type I polyketide synthase	98.5	65.6	59.0
MGA_4403	LOCUS_41410	sequence0301:4275..4805(+)	frameshift		4264	WP_041180293.1	type I polyketide synthase	59.7	4.9	52.4
MGA_4411	LOCUS_41470	sequence0303:4409..4813(-)	partial			WP_003898731.1	hypothetical protein	94.0	38.2	53.1
MGA_4413	LOCUS_41480	sequence0304:320..2254(+)	frameshift		291	WP_003899733.1	glutamate synthase large subunit	100.0	42.2	92.7
MGA_4417	LOCUS_41510	sequence0305:206..370(+)	partial			WP_003400075.1	hypothetical protein	81.5	14.1	63.6
MGA_4421	LOCUS_41550	sequence0305:1219..1437(-)	partial			WP_003899759.1	outer membrane channel protein/necrotizing toxin glycohydrolase CpnT	69.4	6.3	58.5
MGA_4424	LOCUS_41580	sequence0305:2147..2635(-)	partial			WP_003410707.1	hypothetical protein	87.7	70.6	45.1
MGA_4428	LOCUS_41610	sequence0306:1771..2502(-)	frameshift		2479	WP_003906978.1	wax ester/triacylglycerol synthase family O-acyltransferase	89.7	45.6	45.9
MGA_4429	LOCUS_41620	sequence0306:2447..3211(-)	frameshift		2479	WP_010950822.1	wax ester/triacylglycerol synthase family O-acyltransferase	94.1	52.1	43.5
MGA_4430	LOCUS_41630	sequence0306:3208..4056(-)	partial			WP_011029339.1	SDR family oxidoreductase	94.3	46.0	43.5
MGA_4437	LOCUS_41680	sequence0307:4077..4319(+)	partial			WP_003412942.1	DUF3618 domain-containing protein	63.8	68.0	70.6
MGA_4438	LOCUS_41690	sequence0307:4431..>4953(-)	partial			WP_003405912.1	DUF3556 domain-containing protein	96.5	28.8	64.7
MGA_4451	LOCUS_41790	sequence0310:1165..1524(+)	partial			WP_011123284.1	YciI family protein	84.0	45.5	43.6
MGA_4459	LOCUS_41850	sequence0312:<1..959(+)	partial			WP_003399850.1	type VII secretion system ESX-1 AAA family ATPase EccA1	99.7	62.0	75.2
MGA_4460	LOCUS_41860	sequence0312:963..2027(+)	frameshift		2000	WP_003399854.1	type VII secretion system ESX-1 subunit EccB1	99.7	73.5	76.2
MGA_4461	LOCUS_41870	sequence0312:2095..2421(+)	frameshift		2006	WP_003399854.1	type VII secretion system ESX-1 subunit EccB1	99.1	22.3	78.5
MGA_4463	LOCUS_41890	sequence0312:3097..4617(+)	frameshift		3083	WP_003899738.1	type VII secretion system ESX-1 FtsK/SpoIIIE family ATPase EccCa1	100.0	67.9	89.0
MGA_4484	LOCUS_42040	sequence0317:51..1850(-)	partial			WP_003906700.1	PPE family protein	94.7	44.7	31.9
MGA_4509	LOCUS_42220	sequence0322:<1..1921(+)	partial			WP_003414835.1	phthiocerol type I polyketide synthase PpsB	97.0	39.9	54.6
MGA_4514	LOCUS_42260	sequence0324:146..577(-)	frameshift		582	WP_003413686.1	ACR3 family arsenite efflux transporter	90.2	25.9	84.5
MGA_4515	LOCUS_42270	sequence0324:574..1668(-)	frameshift		582	WP_010950755.1	ACR3 family arsenite efflux transporter	98.6	72.1	88.6
MGA_4526	LOCUS_42380	sequence0325:3090..4097(-)	partial			WP_013222574.1	LLM class flavin-dependent oxidoreductase	58.2	58.4	31.7
MGA_4536	LOCUS_42450	sequence0328:75..515(+)	frameshift		473	WP_011729910.1	class I SAM-dependent methyltransferase	88.4	72.1	48.2
MGA_4563	LOCUS_42630	sequence0333:368..592(-)	internal_stop_codon	368..370(-)		WP_003406864.1	adenylate/guanylate cyclase domain-containing protein	100.0	13.7	55.4
MGA_4564	LOCUS_42640	sequence0333:786..1430(-)	partial			WP_024502103.1	TMEM175 family protein	46.3	50.5	41.2
MGA_4565	LOCUS_42650	sequence0333:1315..2643(-)	partial			WP_164929952.1	DMT family transporter	66.1	82.0	45.5
MGA_4591	LOCUS_42830	sequence0341:445..1233(+)	partial			WP_003420931.1	DUF4328 domain-containing protein	100.0	72.2	58.0
MGA_4594	LOCUS_42860	sequence0341:2819..>3820(-)	partial			WP_235624060.1	LCP family protein	96.7	74.3	65.5
MGA_4595	LOCUS_42870	sequence0342:70..867(-)	frameshift		1031	WP_003403933.1	gamma-glutamyltranspeptidase GgtA	99.6	51.6	78.4
MGA_4596	LOCUS_42880	sequence0342:858..1670(-)	frameshift		1037	WP_003403933.1	gamma-glutamyltranspeptidase GgtA	70.7	37.3	81.2
MGA_4613	LOCUS_43000	sequence0346:<1..533(+)	partial			WP_003408248.1	3-oxoacyl-[acyl-carrier-protein] synthase III C-terminal domain-containing protein	99.4	49.6	80.6
MGA_4619	LOCUS_43050	sequence0347:2779..3435(+)	frameshift		3408,3442	WP_014877522.1	LLM class F420-dependent oxidoreductase	91.3	68.9	56.8
MGA_4623	LOCUS_43080	sequence0348:2557..2973(+)	partial			WP_012640167.1	DUF1330 domain-containing protein	88.4	74.2	34.4
MGA_4649	LOCUS_43280	sequence0355:1139..3190(-)	partial			WP_010950952.1	type VII secretion system ESX-1 associated protein EspK	48.3	44.6	52.1
MGA_4657	LOCUS_43320	sequence0357:1162..2331(-)	frameshift		2363	WP_003405625.1	long-chain fatty acid--CoA ligase	99.7	71.5	85.8
MGA_4658	LOCUS_43330	sequence0357:2920..>3473(-)	partial			WP_003405622.1	YncE family protein	100.0	47.1	56.2
MGA_4659	LOCUS_43340	sequence0358:<1..904(+)	partial			WP_011727953.1	L-seryl-tRNA(Sec) selenium transferase	94.7	65.7	76.8
